pokemon_form_tree_id,pokemon_form_id,transition_grid_position,transition_grid_text_markup,transition_grid_text_html,text_top_markup,text_top_html,text_bottom_markup,text_bottom_html,grid_column,grid_row
55,521,left,"<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span>{other weather;WEATHER;WEATHER}</span>
  <span>{-;MISC;ARROWL}</span>
  <span>{-;MISC;ARROWR}</span>
  <span>{harsh sunlight;WEATHER;HARSHSUNLIGHT}</span>
</div>","<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span><span style=""display: inline-flex; gap: 0.25rem""><span style=""text-transform: uppercase; font-family: ui-monospace, SFMono-Regular, Menlo, Monaco, Consolas, 'Liberation Mono', 'Courier New', monospace;"">other weather</span><img src=""https://cdn.pokedb.org/cdn_assets/meta_assets/icons/effect_conversion/weather_weather.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span></span>
  <span><span style=""display: inline-flex; gap: 0.25rem""><img src=""https://cdn.pokedb.org/cdn_assets/meta_assets/icons/effect_conversion/arrow_left.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span></span>
  <span><span style=""display: inline-flex; gap: 0.25rem""><img src=""https://cdn.pokedb.org/cdn_assets/meta_assets/icons/effect_conversion/arrow_right.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span></span>
  <span><span style=""display: inline-flex; gap: 0.25rem""><span style=""text-transform: uppercase; font-family: ui-monospace, SFMono-Regular, Menlo, Monaco, Consolas, 'Liberation Mono', 'Courier New', monospace;"">harsh sunlight</span><img src=""https://cdn.pokedb.org/cdn_assets/pokemon_assets/encounter_table/weather_harshsunlight_rate.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span></span>
</div>",,,,,2,1
56,522,,,,,,,,1,1
56,523,,,,,,,,2,1
57,524,,,,,,,,1,1
57,525,,,,,,,,2,1
58,530,,,,,,,,1,1
58,531,left,"<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span>{Lopunnite;ITEM;lopunnite}</span>
  <span>{-;MISC;ARROWLR}</span>
</div>","<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span><a href=""/items/lopunnite"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lopunnite</span><img src=""https://cdn.pokedb.org/f9588425dfbcafb84fc8ab1c7f19ad8911538742aca32441b7cb0b3fd37b0b70w20h20"" width=""20"" height=""20"" alt=""Item Icon for Lopunnite"" style=""width: 20px; height: 20px""></a></span>
  <span><span style=""display: inline-flex; gap: 0.25rem""><img src=""https://cdn.pokedb.org/cdn_assets/meta_assets/icons/effect_conversion/arrow_left_right.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span></span>
</div>",While holding {Lopunnite;ITEM;lopunnite},"While holding <a href=""/items/lopunnite"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lopunnite</span><img src=""https://cdn.pokedb.org/f9588425dfbcafb84fc8ab1c7f19ad8911538742aca32441b7cb0b3fd37b0b70w20h20"" width=""20"" height=""20"" alt=""Item Icon for Lopunnite"" style=""width: 20px; height: 20px""></a>",,,2,1
59,548,,,,,,,,1,1
59,549,left,"<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span>{Garchompite;ITEM;garchompite}</span>
  <span>{-;MISC;ARROWLR}</span>
</div>","<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span><a href=""/items/garchompite"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Garchompite</span><img src=""https://cdn.pokedb.org/80872a79767aee42a6b2a4ebd17b1bec00f20e5c19d6d053ae4664d43eecfb62w20h20"" width=""20"" height=""20"" alt=""Item Icon for Garchompite"" style=""width: 20px; height: 20px""></a></span>
  <span><span style=""display: inline-flex; gap: 0.25rem""><img src=""https://cdn.pokedb.org/cdn_assets/meta_assets/icons/effect_conversion/arrow_left_right.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span></span>
</div>",While holding {Garchompite;ITEM;garchompite},"While holding <a href=""/items/garchompite"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Garchompite</span><img src=""https://cdn.pokedb.org/80872a79767aee42a6b2a4ebd17b1bec00f20e5c19d6d053ae4664d43eecfb62w20h20"" width=""20"" height=""20"" alt=""Item Icon for Garchompite"" style=""width: 20px; height: 20px""></a>",,,2,1
60,552,,,,,,,,1,1
60,553,left,"<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span>{Lucarionite;ITEM;lucarionite}</span>
  <span>{-;MISC;ARROWLR}</span>
</div>","<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span><a href=""/items/lucarionite"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lucarionite</span><img src=""https://cdn.pokedb.org/11ef5caadd7483fb1ecc7a7d8abbcb2b1cea45faf15b1a4f91591cccb1c31cdfw20h20"" width=""20"" height=""20"" alt=""Item Icon for Lucarionite"" style=""width: 20px; height: 20px""></a></span>
  <span><span style=""display: inline-flex; gap: 0.25rem""><img src=""https://cdn.pokedb.org/cdn_assets/meta_assets/icons/effect_conversion/arrow_left_right.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span></span>
</div>",While holding {Lucarionite;ITEM;lucarionite},"While holding <a href=""/items/lucarionite"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lucarionite</span><img src=""https://cdn.pokedb.org/11ef5caadd7483fb1ecc7a7d8abbcb2b1cea45faf15b1a4f91591cccb1c31cdfw20h20"" width=""20"" height=""20"" alt=""Item Icon for Lucarionite"" style=""width: 20px; height: 20px""></a>",,,2,1
61,565,,,,,,,,1,1
61,566,left,"<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span>{Abomasite;ITEM;abomasite}</span>
  <span>{-;MISC;ARROWLR}</span>
</div>","<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span><a href=""/items/abomasite"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Abomasite</span><img src=""https://cdn.pokedb.org/caa14acc66fbb9b6201f7cdce5d72a6f2e5bd758f88a6c9a72616398eb0ffb1ew20h20"" width=""20"" height=""20"" alt=""Item Icon for Abomasite"" style=""width: 20px; height: 20px""></a></span>
  <span><span style=""display: inline-flex; gap: 0.25rem""><img src=""https://cdn.pokedb.org/cdn_assets/meta_assets/icons/effect_conversion/arrow_left_right.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span></span>
</div>",While holding {Abomasite;ITEM;abomasite},"While holding <a href=""/items/abomasite"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Abomasite</span><img src=""https://cdn.pokedb.org/caa14acc66fbb9b6201f7cdce5d72a6f2e5bd758f88a6c9a72616398eb0ffb1ew20h20"" width=""20"" height=""20"" alt=""Item Icon for Abomasite"" style=""width: 20px; height: 20px""></a>",,,2,1
62,581,,,,,,,,1,1
62,582,left,"<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span>{Galladite;ITEM;galladite}</span>
  <span>{-;MISC;ARROWLR}</span>
</div>","<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span><a href=""/items/galladite"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Galladite</span><img src=""https://cdn.pokedb.org/594a6d0b5364753803398b3a16ed9e9862d24c54952869c33ec871bb01ce598fw20h20"" width=""20"" height=""20"" alt=""Item Icon for Galladite"" style=""width: 20px; height: 20px""></a></span>
  <span><span style=""display: inline-flex; gap: 0.25rem""><img src=""https://cdn.pokedb.org/cdn_assets/meta_assets/icons/effect_conversion/arrow_left_right.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span></span>
</div>",While holding {Galladite;ITEM;galladite},"While holding <a href=""/items/galladite"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Galladite</span><img src=""https://cdn.pokedb.org/594a6d0b5364753803398b3a16ed9e9862d24c54952869c33ec871bb01ce598fw20h20"" width=""20"" height=""20"" alt=""Item Icon for Galladite"" style=""width: 20px; height: 20px""></a>",,,2,1
63,586,,,,Rotom changes form depending on the appliance it possesses,Rotom changes form depending on the appliance it possesses,,,1,1
63,587,left,"<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span>{-;MISC;ARROWLR}</span>
</div>","<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span><span style=""display: inline-flex; gap: 0.25rem""><img src=""https://cdn.pokedb.org/cdn_assets/meta_assets/icons/effect_conversion/arrow_left_right.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span></span>
</div>",Microwave oven,Microwave oven,,,2,1
63,588,left,"<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span>{-;MISC;ARROWLR}</span>
</div>","<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span><span style=""display: inline-flex; gap: 0.25rem""><img src=""https://cdn.pokedb.org/cdn_assets/meta_assets/icons/effect_conversion/arrow_left_right.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span></span>
</div>",Washing machine,Washing machine,,,3,1
63,589,left,"<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span>{-;MISC;ARROWLR}</span>
</div>","<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span><span style=""display: inline-flex; gap: 0.25rem""><img src=""https://cdn.pokedb.org/cdn_assets/meta_assets/icons/effect_conversion/arrow_left_right.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span></span>
</div>",Refrigerator,Refrigerator,,,4,1
63,590,left,"<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span>{-;MISC;ARROWLR}</span>
</div>","<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span><span style=""display: inline-flex; gap: 0.25rem""><img src=""https://cdn.pokedb.org/cdn_assets/meta_assets/icons/effect_conversion/arrow_left_right.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span></span>
</div>",Electric fan,Electric fan,,,5,1
63,591,left,"<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span>{-;MISC;ARROWLR}</span>
</div>","<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span><span style=""display: inline-flex; gap: 0.25rem""><img src=""https://cdn.pokedb.org/cdn_assets/meta_assets/icons/effect_conversion/arrow_left_right.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span></span>
</div>",Lawn mower,Lawn mower,,,6,1
64,595,,,,,,,,1,1
64,596,left,"<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span>{Adamant Crystal;ITEM;adamant-crystal}</span>
  <span>{-;MISC;ARROWLR}</span>
</div>","<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span><a href=""/items/adamant-crystal"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Adamant Crystal</span><img src=""https://cdn.pokedb.org/b6394d9057f4125790932a84b752e0eb266e3cf7f86e02c054bb17b2210a892dw20h20"" width=""20"" height=""20"" alt=""Item Icon for Adamant Crystal"" style=""width: 20px; height: 20px""></a></span>
  <span><span style=""display: inline-flex; gap: 0.25rem""><img src=""https://cdn.pokedb.org/cdn_assets/meta_assets/icons/effect_conversion/arrow_left_right.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span></span>
</div>",While holding {Adamant Crystal;ITEM;adamant-crystal},"While holding <a href=""/items/adamant-crystal"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Adamant Crystal</span><img src=""https://cdn.pokedb.org/b6394d9057f4125790932a84b752e0eb266e3cf7f86e02c054bb17b2210a892dw20h20"" width=""20"" height=""20"" alt=""Item Icon for Adamant Crystal"" style=""width: 20px; height: 20px""></a>",,,2,1
65,597,,,,,,,,1,1
65,598,left,"<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span>{Lustrous Globe;ITEM;lustrous-globe}</span>
  <span>{-;MISC;ARROWLR}</span>
</div>","<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span><a href=""/items/lustrous-globe"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lustrous Globe</span><img src=""https://cdn.pokedb.org/6327246d0ac2ec9114540bbea9864712e016bc81fe241bb4da9b1852d574c82aw20h20"" width=""20"" height=""20"" alt=""Item Icon for Lustrous Globe"" style=""width: 20px; height: 20px""></a></span>
  <span><span style=""display: inline-flex; gap: 0.25rem""><img src=""https://cdn.pokedb.org/cdn_assets/meta_assets/icons/effect_conversion/arrow_left_right.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span></span>
</div>",While holding {Lustrous Globe;ITEM;lustrous-globe},"While holding <a href=""/items/lustrous-globe"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lustrous Globe</span><img src=""https://cdn.pokedb.org/6327246d0ac2ec9114540bbea9864712e016bc81fe241bb4da9b1852d574c82aw20h20"" width=""20"" height=""20"" alt=""Item Icon for Lustrous Globe"" style=""width: 20px; height: 20px""></a>",,,2,1
66,601,,,,,,,,1,1
66,602,left,"<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span>{Griseous Core;ITEM;griseous-core}</span>
  <span>{-;MISC;ARROWLR}</span>
</div>","<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span><a href=""/items/griseous-core"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Griseous Core</span><img src=""https://cdn.pokedb.org/9e044472f97adc1cb7b14fbd7abbc211d3f32fb9d763208075ffd00f00a1f066w20h20"" width=""20"" height=""20"" alt=""Item Icon for Griseous Core"" style=""width: 20px; height: 20px""></a></span>
  <span><span style=""display: inline-flex; gap: 0.25rem""><img src=""https://cdn.pokedb.org/cdn_assets/meta_assets/icons/effect_conversion/arrow_left_right.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span></span>
</div>",While holding {Griseous Core;ITEM;griseous-core},"While holding <a href=""/items/griseous-core"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Griseous Core</span><img src=""https://cdn.pokedb.org/9e044472f97adc1cb7b14fbd7abbc211d3f32fb9d763208075ffd00f00a1f066w20h20"" width=""20"" height=""20"" alt=""Item Icon for Griseous Core"" style=""width: 20px; height: 20px""></a>",,,2,1
67,608,left,"<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span>{Gracidea;ITEM;gracidea}</span>
  <span>{-;MISC;ARROWLR}</span>
</div>","<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span><a href=""/items/gracidea"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Gracidea</span><img src=""https://cdn.pokedb.org/f29ac71519ed16b4ce1eac4652ff16b4c3ade5bbac0b96879059995f208e8984w20h20"" width=""20"" height=""20"" alt=""Item Icon for Gracidea"" style=""width: 20px; height: 20px""></a></span>
  <span><span style=""display: inline-flex; gap: 0.25rem""><img src=""https://cdn.pokedb.org/cdn_assets/meta_assets/icons/effect_conversion/arrow_left_right.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span></span>
</div>",After being exposed to {Gracidea;ITEM;gracidea},"After being exposed to <a href=""/items/gracidea"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Gracidea</span><img src=""https://cdn.pokedb.org/f29ac71519ed16b4ce1eac4652ff16b4c3ade5bbac0b96879059995f208e8984w20h20"" width=""20"" height=""20"" alt=""Item Icon for Gracidea"" style=""width: 20px; height: 20px""></a>",,,2,1
68,1368,bottom,"<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span>{Blank Plate;ITEM;blank-plate}</span>
  <span>No Z-Crystal</span>
</div>","<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span><a href=""/items/blank-plate"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Blank Plate</span><img src=""https://cdn.pokedb.org/15c516d3cc44eab0300cc6a86e5562bdc53e9234bc88a2ec12fc703341434349w20h20"" width=""20"" height=""20"" alt=""Item Icon for Blank Plate"" style=""width: 20px; height: 20px""></a></span>
  <span>No Z-Crystal</span>
</div>",,,,,1,1
68,1369,bottom,"<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span>{Fist Plate;ITEM;fist-plate}</span>
  <span>{Fightinium Z;ITEM;fightinium-z}</span>
</div>","<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span><a href=""/items/fist-plate"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Fist Plate</span><img src=""https://cdn.pokedb.org/1c784d99f2a87a2b9c38114400204dde4cdaf4ac9a9cbafd18fde6a7337c2910w20h20"" width=""20"" height=""20"" alt=""Item Icon for Fist Plate"" style=""width: 20px; height: 20px""></a></span>
  <span><a href=""/items/fightinium-z"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Fightinium Z</span><img src=""https://cdn.pokedb.org/47e5227c8c6da5c891f3151760f7753ee8f7aebf551ece6b58c9694793e94a75w20h20"" width=""20"" height=""20"" alt=""Item Icon for Fightinium Z"" style=""width: 20px; height: 20px""></a></span>
</div>",,,,,2,1
